# Mojito CPU-language parity manifest
# schema-version	2
# reference-version	Mojo 1.1.0.dev2026080805
# reference-build	nightly-2026-08-08
# reference-date	2026-08-08
# manual-version	1.0.0b2
# manual-root	https://mojolang.org/docs/manual/
# inventory-date	2026-07-26
# nightly-release	https://mojolang.org/releases/nightly/
# nightly-audit	docs/mojo-nightly.md
# coverage	complete at manual-section and practical feature-family granularity
#
# status: implemented, partial, excluded, stretch
# scope: first-pass, excluded, post-native
# relation: match, subset, divergence, representation, excluded, stretch
# evidence: semicolon-separated case:, test:, docs:, or manual: references
id	area	status	scope	relation	mojo_behavior	mojito_behavior	evidence	notes
control.borrowed-reference-iteration	control	partial	first-pass	subset	Borrowed `Iterable` uses an origin-parameterized associated `IteratorType[...]`; its iterator and yielded references retain the source origin and mutability, including `for ref` write-through.	Concrete List/Set/Dict-place borrowed iteration retains the live owner and its `element` interior generation, re-established on reference-yielding loop bindings. Every bundled borrowed iterator borrows its source through a parametric-mut struct origin and yields element references whose declared `_get_owned_interior` projection sets the loan granularity — the collection-name whitelist is gone from the production path (an unregistered-collection compat shim remains for the focused checker); `for ref` write-through (named or temporary sources) runs the ordinary protocol, List additionally observes nonstructural element replacement during iteration, and mapping mutation during iteration is lazily invalidated. A concrete `__next__ -> ref[o] T` now satisfies an abstract value result `T` only when `T: Copyable`; bounded calls and generic loop advancement retain an explicit checked read/copy adapter, so reference-yielding user iterators execute through that abstract value contract.	case:borrowed-iteration-mutation;case:reference-iteration;case:parameterized-associated-iterator;case:copyable-iterator-refinement;test:tests/checker_test.rs;test:tests/hir_test.rs;test:tests/mir_test.rs;test:tests/verify_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:control-flow	The bundled borrowed protocol declares `IteratorType[iterable_mut: Bool, //, iterable_origin: Origin[mut=iterable_mut]]` with `__iter__(ref self) -> Self.IteratorType[origin_of(self)]`, and conformance enforces the member's declared `Iterator` bound; the bundled member templates stay origin-erased while the List/Set iterator carries its origin as an erased struct parameter and yields references; an abstract-bound `for ref` is rejected because the abstract `Iterator.__next__` contract yields values. Deriving source/yield origins for abstract generic bounds remains the generic-bound-reference-iteration subtask, and store-outward reference escapes remain the escape-analysis subtask; a mutable mapping's `for ref` key binding is mutable (documented wart).
control.loop-else	control	implemented	first-pass	match	`while` and `for` may run an `else` suite after normal exhaustion but not after break or return.	HIR/MIR preserve loop `else`; normal exhaustion executes it and `break` bypasses it for both loop forms.	case:loop-else;case:loop-completion;test:tests/parser_test.rs;test:tests/hir_test.rs;test:tests/vm_test.rs;manual:control-flow	No known first-pass divergence.
control.patterns	control	partial	first-pass	subset	Destructuring and pattern forms bind structured values.	Tuple declaration destructuring and simultaneous tuple assignment run with checked arity and value flow.	case:pattern-completion;test:tests/parser_test.rs;test:tests/vm_test.rs;manual:control-flow	General pattern matching remains unavailable; no speculative future Variant pattern syntax is claimed.
errors.raise-try	errors	implemented	first-pass	match	Errors propagate through `raise` and are handled by try/except/else/finally.	Builtin and user-defined typed error values propagate through VM frames and structured handlers without losing their fields.	case:raise-and-handle;test:tests/evaluator_test.rs;test:tests/vm_test.rs;manual:errors	No known first-pass divergence.
errors.raises-effect	errors	implemented	first-pass	match	Raising functions, trait requirements, and calls participate in checked `raises` effects.	`raise` and selected direct, indirect, method, nominal Index/Slice/MultiIndex/MultiSet, trait-requirement, and bounded-dispatch calls carry exact typed error contracts through checked HIR into MIR and must be handled or propagated.	case:raises-effect-unchecked;case:trait-requirement-effects;case:subscript-call-contracts;test:tests/checker_test.rs;test:tests/compiler_test.rs;test:tests/evaluator_test.rs;test:tests/mir_test.rs;test:tests/module_test.rs;test:tests/verify_test.rs;docs:docs/features.md;manual:errors	A nonraising implementation may satisfy a raising requirement; a raising implementation may not widen its declared error family.
errors.typed	errors	implemented	first-pass	match	Errors may be typed and parameterized, including Never interactions.	Typed errors, inferred handler bindings, parametric callable errors, `Never` bottom coercion, and nonraising `raises Never` are checked.	case:typed-errors;test:tests/checker_test.rs;test:tests/evaluator_test.rs;docs:roadmap.md;manual:errors	No known first-pass divergence.
contexts.with	control	implemented	first-pass	match	Context managers use `with`, `__enter__`, and `__exit__` protocols.	Checked enter/exit calls execute around the body, including raising exits and mutation/write-back through the manager receiver.	case:context-managers;test:tests/parser_test.rs;test:tests/checker_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:errors	No known first-pass divergence.
structs.declaration	structs	implemented	first-pass	match	Structs define stored fields, methods, parameters, and declared trait conformance.	Fields, methods, generic parameters, associated facts, and nominal conformance run.	case:struct-methods;test:tests/checker_test.rs;test:tests/vm_test.rs;manual:structs	
structs.value-semantics	structs	implemented	first-pass	match	Struct values are independent under copy and transfer under move.	Struct copy/move behavior and nested value semantics run; checker-proven consuming reads of projected Copyable fields invoke their copy lifecycle rather than aliasing nested owned storage.	case:struct-copy-semantics;case:move-transfer;test:tests/evaluator_test.rs;test:tests/vm_test.rs;test:tests/ownership_test.rs;manual:value-semantics	No known first-pass divergence.
modules.from-import	modules	partial	first-pass	subset	Source modules and packages use explicit relative imports; dotted absolute imports bind every prefix; duplicate explicit bindings and exact self-imports are diagnosed; resolution prefers source packages, `.mojoc`, source modules, then legacy `.mojopkg`.	Selective, wildcard, dotted, dots-only relative, aliased, and block-scoped source imports link with declaration provenance and lexical shadowing. Explicit imports may repeat one target but cannot overwrite one local name with another target; exact canonical self-imports reject while provisional exports preserve distinct mutual cycles. Ordinary directories form namespaces, every dotted prefix binds, package members require explicit import/re-export, and source packages beat source modules.	case:duplicate-import-bindings;case:self-import;test:tests/module_test.rs;docs:docs/architecture.md;manual:modules	The complete ordering awaits versioned `.mojoc` and legacy `.mojopkg` loading in Packaging, Artifacts, And Developer Tooling; the source-only choices match. The canonical `std.traits`/`std.origin` module homes export the builtin lifecycle traits, `IsTrivially*` predicates, and origin spellings as identity bindings (docstring-only files plus a linker export table mirroring the audited upstream surface, post-pin rename `22b5036987` included).
modules.qualified-import	modules	partial	first-pass	subset	`import module` and aliases create qualified module namespaces while declarations in different modules retain distinct identity.	Aliased and unaliased dotted qualified calls, values, and types resolve to module-qualified internal symbols, isolating same-named declarations and overloads.	test:tests/module_test.rs;docs:docs/features.md;manual:modules	General first-class module values remain outside the flattened architecture.
ownership.conventions	ownership	implemented	first-pass	match	Argument conventions distinguish preferred `imm` (legacy `read`), mut, var, ref, out, and deinit access with access rules based on transfer, copying, and aliasing.	Mojito accepts `imm` and temporary `read` as the same immutable convention; bare `ref` propagates caller mutability without granting unconditional body writes, explicitly mutable-origin `ref` and `mut` can write, and `var`, `out`, and `deinit` semantics run.	case:imm-convention;case:current-var-convention;case:legacy-owned-convention;case:borrow-aliasing;case:parametric-ref-mutation;test:tests/checker_test.rs;test:tests/vm_test.rs;manual:ownership	No known first-pass divergence.
ownership.moves	ownership	implemented	first-pass	match	Ownership transfer, use-after-move prevention, partial moves, and reinitialization are checked; a declared conditional `Movable` opt-out (`Movable where False`) rejects moves.	CFG ownership analysis covers moves, partial moves, branches, loops, calls, and reinitialization; `is_movable` consults declared conditional `Movable` conformance, so `^` transfers, `var` parameters/receivers, and move captures reject for an opted-out type while `deinit` consumption remains legal.	case:move-transfer;case:use-after-move;test:tests/ownership_test.rs;test:tests/checker_test.rs;manual:ownership	Only declared conditional opt-outs are enforced; unbounded generic parameters stay movable.
ownership.references	ownership	partial	first-pass	subset	Borrowed references extend owner lifetime and enforce shared-versus-exclusive access.	Persistent field-sensitive CFG loans cover local and cross-call reference paths through last use. Continuation-driven and synchronous-region calls, including nominal Index/Slice/MultiIndex/MultiSet, share executable caller handles for positional/keyword parameters, receiver places, projected and aggregate returns, pointer-backed storage, and both normal and raising outcomes. Retained subscript receiver and argument places are revalidated at the call boundary after every later argument has been evaluated; copied values are read only at their source position. A reference-returning subscript is stored once in a hidden loan-bearing slot and remains the `through` place of a chained receiver; shared field projections, Mojito's legacy-API Pointer projection, and reference-return forwarding extend that same handle instead of rebuilding nominal storage. Top-level and stateless nested explicitly origin-specialized function values plus nominal reference-callable contracts retain the same handles through indirect dispatch.	case:reference-return;case:direct-reference-return-try;case:structured-reference-calls;case:origin-specialized-function-value;case:nested-origin-specialized-function-value;case:nominal-reference-callable;case:subscript-call-contracts;case:projected-subscript-reference;case:projected-pointer-subscript;case:subscript-mutable-aliasing;case:subscript-late-argument-invalidation;test:tests/corpus_test.rs;test:tests/ownership_test.rs;test:tests/vm_test.rs;test:tests/comptime_test.rs;test:tests/mir_test.rs;manual:lifetimes	The field projection has shared differential coverage; projected Pointer execution remains a Mojito-only case pending a differential re-probe now that the current allocation/dereference API has landed. No frontend/VM execution split remains among implemented call instructions; standard-library origin/API breadth remains incomplete.
ownership.origins-advanced	ownership	partial	first-pass	subset	Static, untracked, unsafe, inferred, union, projected, collection-owned interior, and experimental conservative subtree origins describe reference provenance and mutation invalidation.	Static, untracked, unsafe-any, named, inferred, union, and projected contracts lower into the checked origin algebra; UnsafePointer(to=place) infers concrete place origins, and reference- or pointer-storing aggregates preserve handles and executable owner loans. Collection-owned `element`/`value` generations, including union-return members, are explicit checked and MIR facts: structural mutation, mutable calls, Dict lookup, Variant replacement, nested-interior replacement, and whole-owner replacement through direct/reference/pointer access invalidate matching generations and every ordinary projection within a refreshed generation across CFG and exact structured-region channels without making ordinary owner reads exclusive or invalidating sibling generations.	case:advanced-origins;case:reference-valued-aggregate;case:pointer-origin-aggregate;case:pointer-origin-escape;case:pointer-loan-conflict;case:interior-origin-valid;case:interior-origin-invalidation;case:interior-origin-return-contract;case:protocolized-collections;case:dict-projected-value-refresh;test:tests/corpus_test.rs;test:tests/ownership_test.rs;test:tests/mir_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:lifetimes	The experimental `origin._subtree` form is accepted in Pointer origin arguments and `unsafe_origin_cast` targets only (terminal-only; `ref [...]` clauses reject), with staleness on mutation at/above/below the base, first-write self-invalidation, owner-move invalidation of rooted generations, and `Pointer(to=…)` through `ref` bindings minting subtree provenance. The cast spelling matches the head's `unsafe_origin_cast` (plain `origin_cast` does not exist upstream; `UnsafePointer` survives only as a deprecated `Pointer` alias, which Mojito keeps as a bridge). The audited build fails the subtree-cast return shape in its pass manager, so Mojito's acceptance is a deliberate bridge to the documented #lit.origin.subtree experiment — case:subtree-origin-cast pins the divergence. Two more recorded acceptance divergences from the close-out run: Mojito lets tracked local places bind to `ref[ImmUntrackedOrigin]`/`ref[MutUnsafeAnyOrigin]` parameters where the head rejects the conversion (case:advanced-origins), and Mojito's raise-observation frames let an `except` arm re-consume an explicit-destroy value whose consuming call raised, where the head reports it uninitialized (case:raising-explicit-destroy). The head's `mojo-only` counterparts recorded here: `def`-scope implicit variable declaration (case:implicit-function-scope, case:late-initialization — Mojito requires `var`, documented stricter) and the relaxed Dict projected-value refresh (case:dict-projected-value-refresh — the head now accepts the shape Mojito still rejects). Mojito's executable loan for `UnsafePointer(to=place)` is stricter than the pinned nightly: Mojito rejects an owner write while the pointer remains live, whereas Mojo permits it. Type-level origin instantiation and origin-generic pointer calls remain deferred; self-hosted collections declare and propagate their interior contracts through the implemented checked boundary.
ownership.closures	ownership	implemented	first-pass	match	Closures use brace capture lists after effects with `imm`, `mut`, `ref`, `var`, move, and default conventions, and cannot outlive their defining scope.	Current capture lists materialize explicit frame/slot or owned environments when the declaration executes; `var` snapshots and move capture transfers at that point, while a reference handle does not impose a declaration-to-call loan and observes live outer state. Lexical declarations lift recursively at arbitrary depth with exact shadowing, permitted intermediate/sibling/ancestor forwarding, generics, effects, argument markers, named results, reference returns, closure values, method receivers, and callable arguments invoked through nominal subscripts. Undeclared capture and escape reject.	case:current-capture-lists;case:move-capture;case:recursive-nested-callables;case:non-escaping-closures;case:subscript-call-contracts;test:tests/checker_test.rs;test:tests/evaluator_test.rs;test:tests/vm_test.rs;docs:docs/features.md;manual:closures	Escaping closures remain intentionally rejected. The removed `unified {...}` spelling is rejected (syntax.unified-captures-legacy).
lifecycle.initialization	lifecycle	implemented	first-pass	match	Initializers, named results, and definite initialization establish every field before normal return.	Fieldwise and handwritten construction, named results, raising initializers, and branch/exception-sensitive out-self definite initialization run.	case:lifecycle-initialization;test:tests/checker_test.rs;test:tests/vm_test.rs;manual:initialization;manual:value-creation	No known first-pass divergence.
lifecycle.copy-move	lifecycle	implemented	first-pass	match	Unified `__init__(..., copy=)` and `__init__(..., deinit move=)` methods control explicit copying and transfer.	Both current unified initializer shapes drive copyability, move behavior, and value semantics through normalized lifecycle symbols.	case:unified-lifecycle;case:struct-copy-semantics;case:move-transfer;test:tests/evaluator_test.rs;test:tests/ownership_test.rs;test:tests/checker_test.rs;manual:value-creation	A bare `move:` initializer parameter is rejected with a migration diagnostic naming the `deinit move: Self` spelling, matching current Mojo.
lifecycle.destruction	lifecycle	implemented	first-pass	match	Deinitable conformance controls automatic deletion; conditional nonconformance makes a value linear, while @explicit_destroy only adds a required diagnostic message.	Mojito derives linearity from explicitly unavailable Deinitable conformance and enforces path- and field-sensitive obligations, projected destruction, reconstruction, CFG joins, raising fallback paths, and recursive aggregate destruction. Nominal collection fields use ordinary struct teardown; the private heterogeneous pack carrier retains droppable elements and destroys them left-to-right exactly once, including public-Tuple backing storage and specialized moved packs.	case:explicit-destroy;case:raising-explicit-destroy;case:native-tuple-field-destruction;test:tests/checker_test.rs;test:tests/drops_test.rs;test:tests/corpus_test.rs;docs:docs/features.md;manual:value-destruction	No known first-pass divergence.
metaprogramming.constants	metaprogramming	implemented	first-pass	match	`comptime` bindings evaluate compile-time values usable by specialization.	Compile-time Int/type facts and materialized constants run.	case:compile-time-constant;test:tests/comptime_test.rs;manual:comptime	Value shapes are narrower.
metaprogramming.control	metaprogramming	implemented	first-pass	match	`comptime if` selects branches and `comptime for` unrolls compile-time iterables; a zero-step `range` is empty; `IsTrivially{Movable,Copyable,Deinitable}[T]` are Bool-valued comptime predicates.	Both forms elaborate before checking with fuel and unroll limits; direct unrolling, VM-backed CTFE, and nominal runtime iteration all treat a zero-step `range` as empty. The IsTrivially* predicates fold per upstream semantics (declared `TrivialRegisterPassable` conformance, or base capability plus a compiler-generated lifecycle operation with recursively trivial fields — the post-pin `22b5036987` formula) in comptime control, bindings, where clauses, and conformance conditions; the pre-rename spellings no longer resolve.	case:compile-time-if;case:range-zero-step-empty;test:tests/comptime_test.rs;test:tests/evaluator_test.rs;test:tests/corpus_test.rs;test:tests/checker_test.rs;manual:comptime	Supported compile-time value shapes are narrower.
metaprogramming.parameters	metaprogramming	implemented	first-pass	match	Parameters accept types, values, origins, callable values, dependent expressions/defaults, and variadic packs.	Typed scalar/aggregate values, type/value/callable defaults, positional/named/inferred/infer-only binding, dependent defaults, generic-anonymous callable contracts, retained callable specialization, and heterogeneous packs interleaved with semantic-only origins run.	case:compile-time-parameters;case:callable-parameter-defaults;case:generic-anonymous-callables;case:callable-comptime-specialization;case:pack-origin-specialization;test:tests/checker_test.rs;test:tests/comptime_test.rs;test:tests/param_callable_value_test.rs;manual:parameterization	Callable arguments remain residual runtime values rather than callable `CtValue` data.
traits.requirements	traits	implemented	first-pass	match	Traits declare required methods and compile-time members; structs declare nominal conformance.	Required methods, receiver conventions, nominal conformance, and associated facts run. Registered protocol declarations are authoritative; Mojo's directional `__next__` refinement permits a concrete reference result for an identical `Copyable` abstract value result while rejecting the reverse direction, mismatches, and non-`Copyable` values.	case:trait-requirement;case:copyable-iterator-refinement;case:copyable-iterator-refinement-read-self;case:copyable-iterator-refinement-noncopyable;case:copyable-iterator-refinement-mismatch;case:copyable-iterator-refinement-reverse;test:tests/checker_test.rs;test:tests/verify_test.rs;manual:traits	No known first-pass divergence.
traits.refinement-defaults	traits	implemented	first-pass	representation	Traits refine other traits and may supply inherited default implementations.	Refined requirements and capabilities are inherited; default bodies are statically materialized into conforming structs, with explicit struct methods overriding defaults and ambiguity rejected.	test:tests/checker_test.rs;test:tests/evaluator_test.rs;docs:docs/features.md;manual:traits	Static materialization avoids runtime trait-object dispatch.
traits.associated-types	traits	implemented	first-pass	match	Traits expose monomorphic associated types and values used by generic code.	Monomorphic associated compile-time type/value facts compose bounds across refined traits, preserve one associated identity, and diagnose kind/type conflicts.	case:core-protocols;test:tests/checker_test.rs;manual:traits	Parameterized associated members are inventoried separately.
traits.parameterized-associated-types	traits	partial	first-pass	subset	Associated compile-time types may declare type, value, and origin parameters and be applied dependently, as in `Iterable.IteratorType[origin_of(value)]`.	Trait and struct associated compile-time members retain type, value, and origin parameters with the `//` infer-only boundary. Applications retain their arguments; concrete conformer substitution executes, and symbolic `origin_of(self)` resolves through `Self.IteratorType[origin_of(self)]` for conformance checking.	case:parameterized-associated-iterator;docs:docs/features.md;docs:roadmap.md;manual:traits	A generic free-function result such as `C.IteratorType[origin_of(c)]` still needs declaration-time value-parameter origin resolution; the bundled borrowed protocol migration and generic source/yield provenance are separate iteration subtasks.
traits.conditional-conformance	traits	implemented	first-pass	match	Parameterized structs may conform conditionally based on parameter capabilities, and a diagnostic tuple may explain a failed condition.	Per-conformance `where` predicates support `conforms_to`, boolean composition, typed value comparisons after specialization, and retained string-literal failure reasons; the same constraint algebra serves declarations and methods.	case:core-protocols;case:where-message-satisfied;case:where-message-violated;test:tests/checker_test.rs;manual:generics	No known first-pass divergence within the single-clause surface.
generics.specialization	generics	implemented	first-pass	representation	Generic functions, methods, and structs specialize for concrete type/value arguments.	Type parameters erase in runtime MIR; typed values and packs participate in structural identity; dependent defaults, recursive requests, deduplication, shared fuel, and source-located quota failures run.	test:tests/checker_test.rs;test:tests/comptime_test.rs;manual:generics	The VM erases runtime type arguments after static specialization.
generics.constraints	generics	partial	first-pass	subset	Constraints use one or more trailing where clauses; parameter-list where was removed. A two-tuple `(condition, "message")` retains a diagnostic for a failed constraint. Type equality uses ==/!= and conforms_to accepts variadic type-list operands; `TypeList` (prelude-visible) carries the type-level vocabulary — `of`, `length` (deprecated `size` alias), `any`/`all` predicate reductions, `all_conforms_to`, `contains`, Sized/iterable/indexable values.	Mojito rejects the removed placement and solves every trailing boolean/value/type predicate independently on functions/methods, structs, conditional conformances, associated/trait comptime members, and comptime declarations, including generic top-level comptime aliases expanded through the checked alias registry. Bool-bodied aliases are predicate aliases: the body compiles into the same checked algebra and an application (`MyPred[T]`) inlines it wherever conforms_to/IsTrivially* propositions are valid — where clauses, conditional-conformance conditions, and comptime if — with concrete bindings folding conforms_to eagerly. The TypeList subset runs in the same positions: `TypeList.of[Trait=..., T1, ...]()` (concrete, folds eagerly) and the pack adapter `TypeList[Ts.values]()` (lowering to the pack-constraint forms `conforms_to(Ts.values, ...)` already uses) support `length`/`size` as Int operands and `any`/`all` (IsTrivially* or one-parameter predicate aliases), `all_conforms_to`, and `contains` as propositions; compile-time TypeList values also bind (`comptime tl = ...`), measure with `len`, index with bounds checking, and drive `comptime if`. Scalar and pack-wide conforms_to, conditional methods, origin-mutability inference, and diagnostic tuples share the checked algebra; the tuple requires a string-literal message and reports it without changing implication or conformance truth.	case:parameter-list-where-removed;case:where-message-satisfied;case:where-message-violated;test:tests/parser_test.rs;test:tests/checker_test.rs;test:tests/comptime_test.rs;test:tests/corpus_test.rs;docs:grammar.md;docs:docs/features.md;manual:constraints	Repeated trailing clauses retain per-clause messages and generic top-level comptime aliases expand per application (type- or Bool-valued bodies). Predicate-alias parameters take no bounds beyond AnyType, no defaults, and no packs; the builtin IsTrivially* names are unshadowable. Remaining subset gaps: non-Bool value-bodied generic aliases, origin-parameterized aliases, constructor-through-alias calls, single-clause per-trait conditional-conformance conditions, TypeList's map/filter/reduce/reverse/slice/tabulate family and generator-typed predicates (`__generator_type` stays deferred), `TypeList.of` elements naming generic parameters, `comptime for` over TypeList values with type-annotation bodies, and runtime-position TypeList values. Variadic-def where clauses keep their pre-existing whole-pack limitations (the Elab validates against the request pack; `TypeList[Ts.values]()` forms behave exactly like the `conforms_to(Ts.values, ...)` spelling there).
metaprogramming.materialization	metaprogramming	implemented	first-pass	representation	Compile-time values materialize into runtime values under defined conversions.	Exact IntLiteral/FloatLiteral values materialize explicitly to Int, UInt, floating scalar lanes, and Float64; Bool, String, tuple, and list values materialize recursively, while type, symbolic-parameter, origin, and reflection handles erase before checking.	case:arbitrary-precision-literals;test:tests/comptime_test.rs;test:tests/evaluator_test.rs;test:tests/mir_test.rs;manual:materialization	Compile-time-only facts are erased rather than represented by runtime VM values.
metaprogramming.reflection	metaprogramming	implemented	first-pass	match	Reflection exposes chainable reflect[T].field[name] and field_at[index] handles whose type is available as .T.	Mojito returns zero-sized reflected handles from named and indexed selection, composes selection across nested structs, substitutes generic field types, and rejects the removed field_type spelling.	case:reflected-field-handles;case:legacy-reflected-field-type;test:tests/comptime_test.rs;manual:reflection	ABI byte offsets remain native-backend facts rather than VM reflection values.
pointers.unsafe	pointers	partial	first-pass	subset	Pointer (UnsafePointer stays a deprecated alias; MutPointer/ImmPointer fix origin mutability) exposes empty `pointer[]` dereference, keyword `pointer[unsafe_offset=i]` reads, and the unsafe_* vocabulary (unsafe_offset, unsafe_write and unsafe_write(copy=), unsafe_take_pointee, unsafe_deinit_pointee, unsafe_free, unsafe_dangling); allocation is layout-based: alloc(Layout[T](count=n)) returns a linear Allocation[T] over a ThinAllocation[T], released with dealloc(allocation^), with unsafe_alloc[T](n) as the raw migration spelling.	The current model is implemented end to end: the self-hosted std.memory module (Layout/ThinAllocation/Allocation with Deinitable-where-False linearity and explicit-destroy diagnostics, alloc prelude-exported, dealloc/unsafe_alloc import-only) lowers onto the VM's stable allocation identities, element offsets, bounds, aligned allocation, arithmetic, subtraction/equality, dangling placeholders, and real invalidating deallocation; empty `pointer[]`, keyword unsafe_offset reads, and the unsafe_* method vocabulary execute on heap and place-origin pointers; the legacy static UnsafePointer[T].alloc[_aligned] surface rejects in user code with a migration hint (it survives only as the compiler-private primitive inside std/memory.mojo), and positional `pointer[i]` plus free() stay accepted as upstream-deprecated bridges.	case:current-pointer-allocation;case:static-pointer-alloc-removed;case:pointer-provenance;case:projected-pointer-subscript;test:tests/vm_test.rs;test:tests/checker_test.rs;test:tests/module_test.rs;test:tests/evaluator_test.rs;test:tests/mir_test.rs;manual:pointers;manual:unsafe-pointers	Deferred upstream surface: address spaces, OpaquePointer/OptionalPointer, SIMD unsafe_load/store and strided/gather/scatter operations, bitcast and origin/mut casts, swap_pointees, unsafe_write_move_from, Layout.alignment() (no align_of builtin), ManagedAllocation, and Writable formatting on the memory types; Allocation.unsafe_ptr() is tracked (the element interior-generation origin): owner moves into dealloc/into_thin/unsafe_leak stale it, so use-after-free rejects statically; ThinAllocation.unsafe_ptr() stays the raw untracked escape hatch. The VM diagnoses unsafe memory violations deterministically instead of permitting host undefined behavior. OwnedPointer's borrowed `p[]` empty-subscript dereference is a recorded strict-subset gap (case:owned-pointer-deref; Mojito reserves the empty subscript for raw pointers — borrowed access spells `unsafe_ptr()[0]`), and the former Mojito-only `UnsafeMaybeUninit.unsafe_take`/`unsafe_init_with` and `OwnedPointer(init_with=…)` wrappers were removed to match the head (upstream `zeroed()`, `unsafe_forget` interplay, and `copy_value=` remain unimplemented subset gaps).
values.simd	values	partial	first-pass	representation	SIMD values expose vector lane semantics, use SIMDLength for inferred widths, and lower to CPU vector operations where available.	The VM emulates typed lanes serially with the SIMDLength spelling (SIMDSize a deprecated accepted alias), `_` construction inference, access, mutation, splats, arithmetic, unary negation, comparison masks, cast[DType.target], mask select, reduce_add/mul/min/max and reduce_and/or, compile-time-mask shuffle, runtime scalar-conversion construction, and def-level generic widths validated during checked elaboration.	test:tests/checker_test.rs;test:tests/evaluator_test.rs;test:tests/vm_test.rs;test:tests/corpus_test.rs;docs:docs/features.md;manual:types	Semantics are CPU-complete for the proof subset; hardware vector lowering is native-backend work. Deferred: `// % **`, mixed-width broadcast, bool dtype casts, two-vector shuffle/rotate/join/interleave, struct-parameter widths.
protocols.indexing	protocols	partial	first-pass	representation	Indexer converts index values through `__mlir_index__`; collection access uses concrete indexing APIs.	When a selected nominal or pointer subscript requires Int, a non-Int Indexer expression is evaluated once and normalized through the checker-selected `__mlir_index__`; a direct user accessor accepting the source index type takes precedence, including an ordinary user `@implicit` index conversion. Bundled collections, concrete user structs, and opaque bounds dispatch reads and writes through one complete checked `__getitem__`/`__setitem__` contract: exact target, executable result type, typed raising effect, receiver/argument access and caller places, captures, generic value parameters, reference result, and setter write-back. Augmented nominal subscripts evaluate receiver/index sources once and retain call-local adaptations and effects. A value getter runs after the RHS, then the operator and independently adapted setter; a getter-mutated caller place is reloaded before that setter. A mutable-reference getter establishes its handle before the RHS and writes through it with no setter. Retained reference arguments are checked for invalidation after all source-ordered index arguments have been evaluated. Call-less `Index` and `Slice` instructions retain an explicit intrinsic dispatch family instead of asking the VM to infer one from runtime representation. Variadic structs use current Mojo's `__getitem_param__` hook; its source index is reused as a compile-time value argument without becoming an ordinary runtime argument. Reference-returning index and slice results retain a hidden loan-bearing handle when chained as another receiver/place; shared field projections, Mojito-only Pointer/private-storage projections, and reference-return forwarding extend the materialized handle and remain valid direct bindings or `mut`/`ref` call places. Ordinary value reads from nominal elements retain the selected accessor contract and copy lifecycle. The earlier `__getitem__` spelling for dependent Tuple accessors remains a source-compatibility fallback. Plain subscript assignment on a receiver with no `__setitem__` writes through a mutable-reference-returning `__getitem__` (upstream Array's contract): the getter contract is selected once, the right-hand side types against the referent, and lowering finishes with a direct reference write; an immutable receiver or immutable-reference getter rejects.	case:indexer-normalization;case:protocolized-collections;case:current-parameter-indexing;case:subscript-call-contracts;case:subscript-contract-edges;case:augmented-subscript-contract;case:augmented-subscript-shapes;case:augmented-keyword-setter;case:augmented-index-conversion;case:augmented-mutating-index;case:augmented-reference-getter;case:projected-subscript-reference;case:projected-pointer-subscript;case:owned-nominal-element-copy;case:index-implicit-conversion;case:slice-implicit-conversion-rejected;case:subscript-mutable-aliasing;case:subscript-late-argument-invalidation;test:tests/checker_test.rs;test:tests/evaluator_test.rs;test:tests/comptime_test.rs;test:tests/mir_test.rs;test:tests/ownership_test.rs;test:tests/vm_test.rs;manual:traits	The checked normalization result is represented as Int because the VM has no distinct MLIR index type; current Mojo's Indexer requirement returns `__mlir_type.index`, so this focused user-defined fixture is Mojito-only. Projected Pointer execution remains a Mojito-only case pending a differential re-probe now that the current pointer API has landed. User-defined in-place dunders and the focused setter-overload acceptance difference are tracked separately.
protocols.setter-overload-extension	protocols	implemented	first-pass	match	The pinned nightly rejects a competing `__setitem__` pair whose assignment value is positional-only in one overload and keyword-only in the other.	Mojito rejects the competing pair at struct declaration with a contextual diagnostic; lone positional or keyword-only setters keep ordinary right-hand-side validation.	case:setter-overload-extension;test:tests/checker_test.rs;docs:docs/features.md;manual:traits	Portable code declares a single setter shape per index list.
protocols.formatting	protocols	implemented	first-pass	representation	`print`, String conversion, repr, and text formatting use Writable and Writer; deprecated Stringable/Representable are not protocol targets.	Writable reflective defaults and display/repr overrides stream heterogeneous values through Writer; String fields support manual/automatic selection, repr, escaping, alignment, width, and float precision.	case:core-protocols;case:print-without-writable;case:boolean-formatting;test:tests/evaluator_test.rs;docs:grammar.md;docs:docs/features.md;manual:types	The VM models StringSlice writes with validated String values and implements a focused format-spec subset.
protocols.hashing	protocols	implemented	first-pass	representation	Hashable and Hasher protocols support deterministic and incremental hashing contracts.	Hashable contributes to a caller-provided existential Hasher; update accepts checked Hashable values, reflective defaults hash fields, and bundled IncrementalHasher exposes initialization, update, and finish.	test:tests/self_host_test.rs;test:tests/evaluator_test.rs;manual:traits	The target-independent VM represents the standard UInt64 result with its word-sized UInt; the bundled module surface does not yet expose current Mojo's `std.hashlib` import path for a shared source fixture.
