# The pinned Mojo's verdict on every fixture in the assets/ error folders,
# the oracle scripts/sweep-assets-mojo --errors gates against.
#
# An error fixture is rejected by both compilers, so an exit code proves
# nothing. Agreement here is the VERDICT: the pin must reject what the four
# compile-error folders claim it rejects, and must compile-and-trap what
# runtime_error claims. Mojito's own message is never compared with the pin's —
# it carries no source location outside the parser, and the two wordings differ
# for most fixtures by design. tests/corpus_test.rs owns Mojito's side through
# each fixture's `# expect:` directive; this file owns the pin's side only.
#
# verdict:  compile-reject  the pin refused to compile it
#           trap            the pin compiled it and it failed at run time
#           runs            the pin compiled it and it exited 0
#           timeout         the pin did not finish inside 60s
#
# family:   agree           the verdict matches the folder, on the same defect
#           a burn-down name (self-qualification, missing-import,
#                           iterator-protocol, unbound-parameter, no-main,
#                           alias-keyword, ledgered) — the pin rejected it, but
#                           for a spelling the fixture never set out to test, so
#                           the defect it pins went unexamined. The names are
#                           the ones conformance/assets-mojo-rejects.tsv uses.
#           subset          the pin accepts it and Mojito is deliberately
#                           stricter (docs/non-goals.md)
#           divergence      the pin accepts it and Mojito should not reject it,
#                           or not for that reason (docs/roadmap.md)
#           skip            not comparable under this oracle
#
# upstream: for compile-reject and trap, the pin's own first complaint, which
# the sweep re-checks so a re-pin's rewording or an earlier complaint shows up;
# for runs, a one-line note on what Mojito rejects instead.
#
# Lifting a mask moves a row to another family rather than closing it: the pin
# reports one complaint at a time.
# swept-count	318
fixture	verdict	family	upstream
assets/type_error/nominal_string_positional_slice_strided_removed.mojo	compile-reject	agree	error: no matching method in call to '__getitem__'
assets/type_error/non_copyable_copy.mojo	compile-reject	agree	error: value of type 'Handle' cannot be implicitly copied, it does not conform to 'ImplicitlyCopyable'
assets/type_error/optional_equatable_requires_element.mojo	compile-reject	agree	error: no matching method in call to '__eq__'
assets/type_error/optional_legacy_two_arg_constructor.mojo	compile-reject	missing-import	error: unable to locate module 'optional'
assets/type_error/optional_or_else_consumes_receiver.mojo	compile-reject	agree	error: value of type 'Optional[Res]' cannot be implicitly copied, it does not conform to 'ImplicitlyCopyable'
assets/type_error/optional_owned_iteration_linear_element.mojo	compile-reject	missing-import	error: unable to locate module 'optional'
assets/type_error/origin_annotated_reassignment.mojo	compile-reject	agree	error: cannot implicitly convert 'List[Int]' value to 'Span[Int, origin_of(xs)]'
assets/type_error/origin_cast_from_removed.mojo	compile-reject	agree	error: 'ImmOrigin' value has no attribute 'cast_from'
assets/type_error/origin_delegated_value_return.mojo	compile-reject	agree	error: value of type 'Int' doesn't have a memory origin in origin specifier
assets/type_error/origin_placeholder_field.mojo	compile-reject	agree	error: 'Span[Int, _]' is not concrete, use '[]' to bind missing parameters
assets/type_error/out_self_init.mojo	compile-reject	agree	error: 'Counter' has an explicitly declared fieldwise initializer
assets/type_error/overloading_ambiguous_constructor.mojo	compile-reject	agree	error: ambiguous call to '__init__', each candidate requires 1 implicit conversion, disambiguate with an explicit cast
assets/type_error/overloading_duplicate_signature.mojo	compile-reject	agree	error: redefinition of function 'f', cannot overload on return type
assets/type_error/overloading_no_match.mojo	compile-reject	agree	error: no matching function in call to 'f'
assets/type_error/overloading_same_arity.mojo	compile-reject	agree	error: ambiguous call to 'show', each candidate requires 1 implicit conversion, disambiguate with an explicit cast
assets/type_error/owned_comprehension_linear_element.mojo	compile-reject	agree	error: value of type '_ListIter[Conn, origin_of(conns)].Element' cannot be implicitly copied, it does not conform to 'ImplicitlyCopyable'
assets/type_error/owned_iteration_linear_element.mojo	compile-reject	agree	error: value of type '_ListIter[Conn, origin_of(conns)].Element' cannot be implicitly copied, it does not conform to 'ImplicitlyCopyable'
assets/type_error/owned_iteration_linear_user_iterator.mojo	compile-reject	agree	error: constraint for 'Iterator' does not imply constraint for ancestor trait 'Deinitable'; strengthen the derived constraint by adding the ancestor's constraint with 'and'
assets/type_error/owned_pack_iteration_linear_break.mojo	compile-reject	agree	error: value of type 'Conn' cannot be implicitly copied, it does not conform to 'ImplicitlyCopyable'
assets/type_error/owned_pointer_linear_pointee_must_be_consumed.mojo	compile-reject	agree	error: 'leaked' abandoned without being explicitly destroyed: Use `into_inner()` (for a `Movable` `T`) or `unsafe_take_allocation()` to consume an `OwnedPointer` whose element type is not `Deinitable`
assets/type_error/owned_pointer_take_is_renamed.mojo	compile-reject	agree	error: 'OwnedPointer[Int]' value has no attribute 'take'
assets/type_error/pack_bound_violation.mojo	compile-reject	agree	error: 'Pair' parameter 'Ts' has 'Copyable & Deinitable' type, but value has type 'AnyStruct[NoCopy]'
assets/type_error/pack_struct_init_arity.mojo	compile-reject	agree	error: no matching function in initialization
assets/type_error/pack_struct_needs_explicit_args.mojo	runs	divergence	the pin runs it; Mojito rejects: variadic struct 'Pair' requires explicit compile-time type arguments
assets/type_error/pack_struct_runtime_getitem_index.mojo	compile-reject	self-qualification	error: unqualified access to struct parameter 'Ts'; use 'Self.Ts' instead
assets/type_error/pack_struct_runtime_index.mojo	compile-reject	agree	error: invalid call to '__getitem_param__': cannot use a dynamic value in a parameter list
assets/type_error/parameter_closure_immutable_capture_write.mojo	compile-reject	agree	error: expression must be mutable for in-place operator destination
assets/type_error/parameterized_assoc_arity.mojo	compile-reject	agree	error: failed to infer parameter 'b', specify the parameter or use '_' or '...' to unbind the parameter explicitly
assets/type_error/parameterized_assoc_conformance_arity.mojo	compile-reject	agree	error: 'Holder' does not implement all requirements for 'HasWrap'
assets/type_error/parameterized_assoc_self_origin_mismatch.mojo	compile-reject	agree	error: 'Holder' does not implement all requirements for 'HasIter'
assets/type_error/parametric_static_arity.mojo	compile-reject	agree	error: unexpected parameter
assets/type_error/pointer_escape.mojo	compile-reject	agree	error: failed to infer parameter 'origin', specify the parameter or use '_' or '...' to unbind the parameter explicitly
assets/type_error/pointer_field_fieldwise_mut_true_immutable_place.mojo	compile-reject	agree	error: no matching function in initialization
assets/type_error/pointer_field_store_unbound_origin.mojo	compile-reject	agree	error: no matching function in initialization
assets/type_error/pointer_immutable_conversion_write.mojo	compile-reject	agree	error: expression must be mutable in assignment
assets/type_error/pointer_origin_cast_no_downgrade.mojo	compile-reject	agree	error: invalid call to 'unsafe_origin_cast': value passed to 'target_origin' cannot be converted from 'ImmOrigin' to 'MutOrigin'
assets/type_error/pointer_origin_cast_no_upgrade.mojo	runs	divergence	the pin runs it; Mojito rejects: cannot upgrade capability
assets/type_error/pointer_placeholder_immutable_write.mojo	compile-reject	agree	error: expression must be mutable in assignment
assets/type_error/pointer_placeholder_mutable_forward.mojo	compile-reject	agree	error: invalid call to 'w': value passed to 'q' cannot be converted from 'Pointer[Int, origin]' to 'Pointer[Int, q.origin]'
assets/type_error/pointer_placeholder_return.mojo	compile-reject	agree	error: 'Pointer[Int, _]' is not concrete, use '[]' to bind missing parameters
assets/type_error/pointer_take_requires_untracked.mojo	runs	divergence	the pin runs it; Mojito rejects: mutable untracked origin
assets/type_error/pointer_to_place_offset_rejected.mojo	runs	divergence	the pin runs it; Mojito rejects: designates a single value
assets/type_error/pointer_to_ref_param_write_rejected.mojo	compile-reject	agree	error: expression must be mutable in assignment
assets/type_error/pointer_to_ref_union_origin_rejected.mojo	runs	divergence	the pin runs it; Mojito rejects: through a 'ref' binding requires a place or origin-parameter referent
assets/type_error/positional_only_by_keyword.mojo	compile-reject	agree	error: invalid call to 'first': missing required argument: 'a'
assets/type_error/predicate_alias_arity.mojo	compile-reject	agree	error: unexpected parameter
assets/type_error/predicate_alias_in_type_position.mojo	compile-reject	agree	error: expected a type, not a value
assets/type_error/print_unknown_keyword.mojo	compile-reject	agree	error: invalid call to 'print': unexpected keyword argument 'foo'
assets/type_error/raising_implicit_conversion.mojo	runs	divergence	the pin runs it; Mojito rejects: @implicit requires a non-raising
assets/type_error/reference_element_append_rejected.mojo	compile-reject	agree	error: expected ']' in call argument list
assets/type_error/reference_element_handle_replacement_rejected.mojo	compile-reject	agree	error: expected ']' in call argument list
assets/type_error/reserved_word_function_name.mojo	compile-reject	agree	error: 'del' cannot be used as a function name in this context
assets/type_error/scalar_range_float_needs_step.mojo	compile-reject	agree	error: function instantiation failed
assets/type_error/scalar_range_float_strided_unsupported.mojo	runs	divergence	the pin runs it; Mojito rejects: float strided ranges are not supported
assets/type_error/scalar_range_mixed_dtypes.mojo	compile-reject	agree	error: no matching function in call to 'range'
assets/type_error/set_clear_with_bad_handler.mojo	compile-reject	agree	error: invalid call to 'clear_with': value passed to 'destroy_func' cannot be converted from 'def `lambda_0(a: Int, b: Int) thin -> None' to 'T'
assets/type_error/set_element_ref_write.mojo	runs	divergence	the pin runs it; Mojito rejects: must be mutable
assets/type_error/set_requires_hashable_element.mojo	compile-reject	agree	error: 'Set' parameter 'T' has 'KeyElement' type, but value has type 'AnyStruct[Elem]'
assets/type_error/setter_overload_competing_pair.mojo	compile-reject	agree	error: 'Sink' has '__setitem__' but no '__getitem__' method
assets/type_error/simd_generic_width_rejected.mojo	compile-reject	agree	error: SIMD vector length must be a power of two between 1 and 2^15, found '!kgen.simd<3, si32>'
assets/type_error/simd_size_removed_alias.mojo	compile-reject	agree	error: use of unknown declaration 'SIMDSize'
assets/type_error/simd_subscript_indexer.mojo	compile-reject	agree	error: invalid call to '__getitem__': value passed to 'idx' cannot be converted from 'Offset' to 'Int'
assets/type_error/size_of_requires_one_type.mojo	compile-reject	agree	error: no matching function in call to 'size_of'
assets/type_error/span_implicit_return_escape.mojo	runs	divergence	the pin runs it; Mojito rejects: escapes storage
assets/type_error/span_strided_slice_rejected.mojo	compile-reject	agree	error: no matching method in call to '__getitem__'
assets/type_error/static_origin_local.mojo	compile-reject	agree	error: invalid call to 'observe_static': value passed to 'value' cannot be converted from 'Int' to ref 'Int'
assets/type_error/static_pointer_alloc_removed.mojo	compile-reject	agree	error: 'Pointer[Int, _]' value has no attribute 'alloc'
assets/type_error/string_grapheme_slice_rejected.mojo	compile-reject	agree	error: no matching method in call to '__getitem__'
assets/type_error/string_len_ambiguous.mojo	compile-reject	agree	error: `len(String/StringSlice)` is not supported because Mojo strings are UTF-8 encoded, so a single length is ambiguous: it could mean the number of UTF-8 bytes, the number of Unicode code points, or the number of user-visible characters (grapheme clusters). Use `s.byte_length()` or `len(s.bytes())` for the number of UTF-8 bytes, `len(s.codepoints())` for Unicode code points, or `len(s.graphemes())` for grapheme clusters.
assets/type_error/string_literal_positional_slice_removed.mojo	compile-reject	agree	error: String does not support direct positional slicing like `s[a:b]` because Mojo strings are UTF-8 encoded, and the same range can mean different things. Use `s[byte=a:b]` to slice by raw UTF-8 byte positions, or `s[codepoint=a:b]` to slice by Unicode code points.
assets/type_error/string_span_len_ambiguous.mojo	compile-reject	agree	error: `len(String/StringSlice)` is not supported because Mojo strings are UTF-8 encoded, so a single length is ambiguous: it could mean the number of UTF-8 bytes, the number of Unicode code points, or the number of user-visible characters (grapheme clusters). Use `s.byte_length()` or `len(s.bytes())` for the number of UTF-8 bytes, `len(s.codepoints())` for Unicode code points, or `len(s.graphemes())` for grapheme clusters.
assets/type_error/string_span_return_temporary.mojo	compile-reject	agree	error: cannot implicitly convert 'String' value to 'StringSpan[origin_of(self)]'
assets/type_error/struct_field_in_bracket_slot.mojo	compile-reject	agree	error: cannot access instance field 'index' without an instance of 'Counter[length]'
assets/type_error/struct_field_non_deinitable_param.mojo	compile-reject	agree	error: field 'value' has non-'Deinitable' type 'T'
assets/type_error/struct_field_unqualified_param.mojo	compile-reject	agree	error: unqualified access to struct parameter 'T'; use 'Self.T' instead
assets/type_error/struct_param_bare_bracket_slot.mojo	compile-reject	agree	error: unqualified access to struct parameter 'length'; use 'Self.length' instead
assets/type_error/struct_value_param_mismatch.mojo	compile-reject	agree	error: cannot implicitly convert 'Tagged[Extent(Int(2), Int(3))]' value to 'Tagged[Extent(Int(3), Int(2))]'
assets/type_error/trait_comptime_member.mojo	compile-reject	agree	error: 'Box[T]' does not implement all requirements for 'HasElement'
assets/type_error/tstring.mojo	compile-reject	agree	error: invalid call to '__make_tstring': an element of 'args' with type 'Opaque' does not conform to trait 'Writable'; either prove the conformance with 'conforms_to', or add conformance
assets/type_error/tstring_annotation.mojo	compile-reject	agree	error: cannot implicitly convert 'TString[StringSpan("x{}"), Int]' value to 'String'
assets/type_error/tstring_concat.mojo	compile-reject	agree	error: 'TString[StringSpan("a")]' does not implement the '__add__' method
assets/type_error/tuple_consume_elements_discard.mojo	compile-reject	agree	error: 'element' abandoned without being explicitly destroyed: unhandled explicitly destroyed type 'AnyType'
assets/type_error/tuple_consume_elements_len.mojo	compile-reject	agree	error: no matching function in call to 'len'
assets/type_error/tuple_consume_elements_print.mojo	compile-reject	agree	error: invalid call to 'print': an element of 'values' with type 'Array[Int, Int(3)], Array[Int, Int(3)][SIMDLength(index)]' does not conform to trait 'Writable'; either prove the conformance with 'conforms_to', or add conformance
assets/type_error/tuple_deinit_with_abandoned_element.mojo	compile-reject	agree	error: 'element' abandoned without being explicitly destroyed: unhandled explicitly destroyed type 'AnyType'
assets/type_error/tuple_unhashable_element_key.mojo	compile-reject	agree	error: 'Dict' parameter 'K' has 'KeyElement' type, but value has type 'AnyStruct[Tuple[Int, Opaque]]'
assets/type_error/type_receiver_instance_mismatch.mojo	compile-reject	agree	error: invalid call to '__len__': value passed to 'self' cannot be converted from 'List[Int]' to 'List[String]'
assets/type_error/typelist_bad_predicate.mojo	compile-reject	agree	error: invalid call to 'all': 'all' parameter 'predicate' has '__generator_type[Type: AnyStruct[Int]] Bool' type, but value has type '__generator_type[T: Copyable] AnyType'
assets/type_error/typelist_index_out_of_range.mojo	runs	divergence	the pin runs it; Mojito rejects: out of range
assets/type_error/typelist_size_removed_alias.mojo	compile-reject	agree	error: 'TypeList[Int, Bool]' value has no attribute 'size'
assets/type_error/uninit_storage_compiler_private.mojo	compile-reject	agree	error: use of unknown declaration '__UninitStorage'
assets/type_error/untracked_pointer_field_tracked_argument.mojo	compile-reject	agree	error: no matching function in initialization
assets/type_error/var_less_introduction.mojo	runs	subset	the pin runs it; Mojito rejects: var count
assets/type_error/variadic_constructor_element_mismatch.mojo	compile-reject	agree	error: no matching function in initialization
assets/type_error/variadic_pack_all_conforms_to_false.mojo	compile-reject	missing-import	error: unable to locate module 'tuple'
assets/type_error/variant_deinit_with_bad_handler.mojo	compile-reject	agree	error: invalid call to 'deinit_with': value passed to 'deinit_func' cannot be converted from 'def `lambda_0(a: Int) thin -> Int' to 'F'
assets/type_error/variant_init_with_no_match.mojo	compile-reject	agree	error: function instantiation failed
assets/type_error/variant_set_linear_alternative.mojo	compile-reject	agree	error: no matching method in call to 'set'
assets/type_error/variant_take_renamed.mojo	compile-reject	agree	error: 'Variant[Int, String]' value has no attribute 'take'
assets/type_error/where_message_violated.mojo	compile-reject	agree	error: invalid call to 'disabled': violated constraint
assets/type_error/where_repeated_second_fails.mojo	compile-reject	agree	error: invalid call to 'pick': violated constraint
assets/type_error/where_violated_sole_candidate.mojo	compile-reject	agree	error: invalid call to 'show': violated constraint
assets/type_error/with_consuming_enter_and_exit.mojo	compile-reject	agree	error: context manager of type 'Both' defines a consuming __enter__ method as well as an __exit__ method; either remove 'var' from its '__enter__' method or remove the '__exit__' method
assets/type_error/with_error_exit_only.mojo	compile-reject	agree	error: invalid call to '__exit__': missing required argument: 'err'
assets/type_error/with_no_enter.mojo	compile-reject	agree	error: 'NoEnter' does not implement the '__enter__' method
assets/type_error/writable_bad_writer_parameter.mojo	runs	divergence	the pin runs it; Mojito rejects: does not conform to trait 'Writable'
assets/type_error/writer_missing_write.mojo	compile-reject	agree	error: 'BrokenWriter' does not implement all requirements for 'Writer'
assets/type_error/wrong_return.mojo	compile-reject	agree	error: cannot implicitly convert 'StringLiteral["not an int"]' value to 'Int'
